Id,College_Name,Address,EmailID,District,Website,Principal_Name,Office_Number,Personal_Number,Registar_Name,Status,Autonomy_Status,Minority_Status,Establishment,Course,Research
3241,Vighnarta Trust- Shivajirao Jondhale College of Pharmacy- Shahapur,Shahpur- Opp. Asangaon Rly Station-  Shahpur- Dist. Thane,vjtsscoe@rediffmail.com,Thane,www.jondhlepharma.org,DR. JAGDEVAPPA S PATIL,273999,26459999,Kalpana S. Londhe,Un-Aided,Non-Autonomous,Non-Minority,2008,Pharmacy,No
3242,Shri Rishikesh Shikshan Prasarak Mandal- D.D.Vispute College of Pharmacy & Research Center- (Devad)-New Panvel,Gat No. 104- AT Post Devad-Vichumbe- Near New Panvel- Tal-Panvel- Dist-Raigad,ashish_aeish@rediffmail.com,Raigad,www.visputepharmacy.info,Dr. Ashish S. Jain,27462888,27468870,prasad mhatre,Un-Aided,Non-Autonomous,Non-Minority,2009,Pharmacy,Yes
3243,Padmshree Dr. D. Y. Patil College of Architecture- Navi Mumbai,Padmshree Dr. D. Y. Patil College of Architecture-  Padmashree Dr. D. Y. Patil Vidyapeeth Campus- Sector - 7-Nerul- Navi Mumbai.Dist. Raigad,principaldypca@gmail.com,Raigad,www.dypatil.edu,Prof. S.V.CHAUDHARI,27709594,27709454,D. D. Kolte,Un-Aided,Non-Autonomous,Non-Minority,1992,Architecture,No
3244,Bharati Vidyapeeth's College of Architecture- Belapur- Navi Mumbai,Sector-8-C.B.D.-Belapur- Opp.Konkan Bhavan. Navi Mumbai  Dist. Raigad,principal.bvcoa@gmail.com,Raigad,bvcoa.kdc4u.net,Mrs.Ritu Deshmukh,27571451,,Mr.Suresh More,Un-Aided,Non-Autonomous,Non-Minority,1992,Architecture,No
3245,Mahatma Education Society's Pillais College of Architecture- New Panvel,Pillais College of Architecture Dr. K.M.Vasudevan Pillai's Campus- 10- Sector 16- New Panvel- Navi Mumbai Dist. Raigad,pica.panvel@gmail.com,Raigad,www.pica.ac.in,(Dr.) Sudnya Mahimkar,27456100,,Virginia Fernandes,Un-Aided,Non-Autonomous,Linguistic Minority - Malyalam,1992,Architecture,No
3246,Rizvi College of Architecture-Bandra(W)- Mumbai,Rizvi Educational  Complex- Off Carter Road- Bandra (W)- Mumbai,rizviarchitecture@gmail.com,Mumbai Suburban,www.arch.rizvi.edu.in,Mohin Merchant,26050624,,Tabrez Khan,Un-Aided,Non-Autonomous,Religious Minority - Muslim,1992,Architecture,No
3247,Kamla Raheja Vidhyanidhi  Institute for Architecture and Environmental Studies- Mumbai,Vidyanidhi Marg- J.V.P.D. Scheme- 10th Road- Mumbai,admin@krvia.ac.in,Mumbai Suburban,www.krvia.ac.in,Mr. Aneerudha Paul - Director,26700918,26700918,Rasika Pande,Un-Aided,Non-Autonomous,Non-Minority,1992,Architecture,No
3248,Late Baliram Hiray S.S. Trust's Dr.Baliram Hiray College of Architecture- Mumbai,Sr No. 351-Opp Kherwadi Police Station-  Next to New English School- Govt. Colony- Bandra (E)- Mumbai,hirayarch@yahoo.co.in,Mumbai Suburban,www.hiray.org,Ar. Sunil Magdum,26570986,,ANIL PARAB,Un-Aided,Non-Autonomous,Non-Minority,1994,Architecture,No
3249,Indian Education Society's College of Architecture- Mumbai,VML Vidyasankul Opp. Leelavati Hospital- 791- Bandra Reclamation- Bandra (W)- Mumbai,iescoa@ies.edu,Mumbai Suburban,www.ies.edu/architecture,IES COLLEGE OF ARCHITECTURE,26561856,26561717,KALPANA PITALE,Un-Aided,Non-Autonomous,Non-Minority,1995,Architecture,No
3250,The Sultan Khan Educational Trust's Asmita College of Architecture,At NH English Academy Campus- Asmita Enclave- Mira Road(E) Dist. Thane,asmitaarch@yahoo.com,Thane,www.asmitacampus.com,Ar. Vinayak Nabar,,28126464,.,Un-Aided,Non-Autonomous,Relogious Minority Muslim & Linguistic Minority Urdu,2006,Architecture,No
3251,L.S. Raheja School of Architecture- Bandra(E)- Mumbai,Raheja Educational Complex- Kher Nagar- Opp.Colgate  Pamolive Ground- Bandra(E)- Mumbai.,rahejaarch@lsrsa.edu.in,Mumbai Suburban,www.lsrsa.edu.in,Prof. Mandar V. Parab,61966666,,Dashrath Kudtarkar,Un-Aided,Non-Autonomous,Non-Minority,2007,Architecture,No
3252,Samayak Sankalp College of Architecture- Aadivali- Ambernath,At post Aadivali- Taluka Ambernath- Dist. Thane,ssc_architecture@rediffmail.com,Thane,www.samyaksankalpa.com,Prof.H.B.BHOGLE,2350412,,Shri. P.H.Thorat,Un-Aided,Non-Autonomous,Religious Minority - Buddhist,2008,Architecture,No
3255,Mandar Education Society's Rajaram Shinde  Institute of Engineering and Technology- Pedhambe,Mandar Education Society's- Rajaram Shinde Instt of Engg  Ratnagiri - 415603,mandar.rsiet@gmail.com,Ratnagiri,www.mandaredusoc.org,Mr. NALAWADE R. B.,230003,,Mr. Bhure P. S. ,Un-Aided,Non-Autonomous,Non-Minority,1983,Engineering,No
3256,Bharati Vidyapeeth's Institute of Technology- Navi Mumbai,Belpada- C. B. D. SECTOR - 7- OPP. Kharghar Railway Station- Navi Mumbai.,bvitmumai@yahoo.com,Thane,www.iotmumbai.bharatividyapeeth.edu,Mr.P.N.Tandon,27572434,27580126,Dilip Ganpat Mahadik,Un-Aided,Non-Autonomous,Non-Minority,1983,Engineering,No
3257,Vidya Prasarak Mandal's Polytechnic- Thane,Chendani- Bunder Road- Jnanadweepa - College Campus Thane - 400601,vpmpoly@vpmthane.org,Thane,www.vpmthane.org,Dr. D.K. Nayak,25364494,25446551,Ms. Sunanda Dabhade,Un-Aided,Non-Autonomous,Non-Minority,1983,Polytechnic,No
3258,Agnel Polytechnic (Fr. Agnel Charities) - Vashi- Navi Mumbai,Sector 9A- Vashi- Navi Mumbai,423agnel@gmail.com,Thane,apv.ac.in,Mrs. Saly Antony,27771000,27771000,Swapnali P. Thottam,Un-Aided,Non-Autonomous,Religious Minority - Christian,1983,Polytechnic,No
3260,Khalapur Taluka Shikshan Prasarak Mandal's-  B.L. Patil Polytechnic- Khopoli- Dist.Raigad,Near Old Police Station- Khopoli-Raigad  410203,ktspkpk@rediffmail.com,Raigad,www.blppolykhopoli.com,Prof. Prashant S. Mane,266157,266157,Mr.S.L.Murade,Un-Aided,Non-Autonomous,Non-Minority,1983,Polytechnic,No
3262,Vidyavardhini's Bhausaheb Vartak Polytechnic- Vasai-Thane,Vidyavardhini's  Campus - Vasai Road (W.Rly) Thane - 401202,vbvpolytechnic@rediffmail.com,Palghar,www.vartakpolytechnic.org,Mr. P. M. Patidar,2334291,6554946,M.B. Vartak,Un-Aided,Non-Autonomous,Non-Minority,1984,Polytechnic,No
3263,Smarth Samaj's S. H. Jondhale Polytechnic- Dombivli,S. S. Jondhale Educational Complex-Shastri Nagar-Dombivli(W) Thane - 421202,shjptech@yahoo.co.in,Thane,www.jondhalepolytechnic.org,MR.MAGAR D. C.,2491544,2489999,MR.PATARE L. E.,Un-Aided,Non-Autonomous,Non-Minority,1984,Polytechnic,No
3264,Sahyadri Shikshan Sanstha's Sahyadri Poly.Sawarde(Ratnagiri),Technical Campus -  Sawarde (Vahal Phata)- Tal:Chiplun- Ratnagiri - 415606,0108principal@msbte.com,Ratnagiri,www.sahyadripoly.org,Mr.BHOSALE  M. R.,264173,264400,Mr. Yashawantrao N.A.,Un-Aided,Non-Autonomous,Non-Minority,1985,Other,No
3267,Sai Shiva Education Trust's- Muchhala Polytechnic-Thane,Sai Baba Vihar Complex- Anandnagar Thane - 400601,muchhalapolytechnic@gmail.com,Thane,www.muchhalapolytechnic.com,Mr. R.S.Bawaskar,25973939,25973939,Mr D.D Verma,Un-Aided,Non-Autonomous,Non-Minority,1995,Polytechnic,No
3268,Samarth. Samaj's. Shivajirao S. Jondhale Polytechnic- Ambernath(E)- Mumbai,Navare Nagar- B Cabin Road- Ambernath(E)-Thane - 421501,147.principal.poly@gmail.com,Thane,www.ssjondhlepoly.org,Mr. Nandarge R.K.,2685004,2687385,Mr.M.N.Pathare,Un-Aided,Non-Autonomous,Non-Minority,1995,Polytechnic,No
3270,Maratha Mandir's Babasaheb Gawade Institute of Technology- Mumbai,Maratha Mandir annex-Babasaheb Gawade Chowk-  Mumbai - 400008,ajit.parab@mmbgims.com,Mumbai City,www.mmbgit.org,Mr.Ajit Bhikaji Parab,66044100,66044100,Yogesh Sawant,Un-Aided,Non-Autonomous,Non-Minority,1997,Engineering,No
3272,Ramrao Adik Education Society's Dr. D.Y.Patil Polytechnic- Nerul,Dr. D.Y.Patil Vidyanagar- Sector-7- Phase-1- Nerul-New Mumbai 400706,dypatilpolytechnic@rediffmail.com,Thane,www.dypatilpolytechnic.ac.in,N.P. VETALE,27709592,27719596,UDAY SHENDE,Un-Aided,Non-Autonomous,Non-Minority,2000,Polytechnic,No
3274,Vidyalankar Polytechnic- Mumbai,Vidyalankar Educational Campus-Antop Hill- Wadala- Vidyalankar Marg- Mumbai - 400037,principal@vpt.edu.in,Mumbai City,www.vpt.edu.in,Ashish Ukidve,24161126,,VIJAY PATIL,Un-Aided,Non-Autonomous,Non-Minority,2002,Polytechnic,No
3275,Kala Vidyamandir Institute of Technology (Polytechnic)- Malad(W)- Mumbai,MHADA World Bank project- Plot  No. M3- RSC-Gaekwad Nagar- Malad(W)-Mumbai - 400095,kvmitprinicipal@rediffmail.com,Mumbai Suburban,www.kvmt.co.in, S. N. GORE,28440012,28440012,P.T.NALE,Un-Aided,Non-Autonomous,Non-Minority,2002,Engineering,No
3277,Shree Shankar Narayan Education Trust-Pravin Patil College of Diploma Engg. & Technology- Bhayinder (E) Western Rly,Navghar-Bhayander(E)- Thane - 401105,info@prppolytechnic.com,Thane,www.prppolytechnic.com,MRS. R. B. PATIL,28044871,28044871,MR. RAJESH BHOIR,Un-Aided,Non-Autonomous,Non-Minority,2002,Engineering,No
3278,Anjuman-I-Islam's Abdul Razzak Kalsekar Polytechnic-Panvel- Navi Mumbai,Plot No. 3-  Sector-16- Near Garden Hotel -Khanda Gaon Raigad - 410206,principal.aiarkp@gmail.com,Raigad,www.arkp.org,Mr. Ramjan Khatik ,27454670,27481508,Nematullah Ataullah,Un-Aided,Non-Autonomous,Religious Minority - Muslim,2002,Polytechnic,No
3279,Institute of Printing Technoloy and Research- Panvel,Plot No. 3- Sector - 11- Balbharati Marg- Khanda Colony- New Panvel- 410206,mmpiptr@gmail.com,Raigad,www.mmpiptr.com,Mr. Balasaheb Ambekar,27481677,,Mr. Balasaheb Ambekar,Un-Aided,Non-Autonomous,Non-Minority,2005,Other,Yes
3280,Shivajirao S. Jondhle Polytechnic- Asangaon- Shahapur.Thane,Opp. Railway Station-Asangaon- Shahapur. Thane - 421601,vjtsscoe@rediffmail.com,Thane,www.jondhlepoly.org,Mrs. Geeta Khare,2481544,2481544,deepak bhide,Un-Aided,Non-Autonomous,Non-Minority,2007,Polytechnic,No
3281,Saraswati Education Society-Saraswati Institute of Technology- Kharghar- Navi Mumbai,Plot No.-46/46A- Behind M.S.E.B.Sub Station- Near Utsav Chowk- Sector-5- Kharghar Navi Mumbai Raigad - 410210,ses.siot.os.09@gmail.com,Raigad,www.siot.edu.in,Mr.D.R. Suroshe,27743705,27743706,Mr. Amar A. Shinde,Un-Aided,Non-Autonomous,Non-Minority,2008,Engineering,No
3282,Saraswati Education Society- Yadavrao Tasgaonkar Polytechnic- Chandha- Nasarapur- Bhivpuri Road Railway,Chandha- Nasarapur- Bhivpuri Road-Near Railway Station- Taluka Karjat Raigad - 410201,nanduyt@hotmai.com,Raigad,www.tasgaonkartech.com,Prof. Nilesh S. Bhelkar,320596,,Mr. Janardan G. Sawant,Un-Aided,Non-Autonomous,Non-Minority,2008,Polytechnic,No
3283,Mahatma Education Society's- Pillai HOC Polytechnic- Rasayani,at Pillai HOCL Educational Campus- Rasayani- Tal.Khalaur- Raigad.,pillaihocpolytechnic@mes.ac.in,Raigad,www.phcp.ac.in,Mr.Amar V.Mange,252005,250066,Ms. Vrushali G. Patil,Un-Aided,Non-Autonomous,Linguistic Minority - Malyalam,2009,Polytechnic,No
3284,Prabhakar Patil Education Society's- Polytechnic-Raigad,SR.No. 54a-At.Bilavale (Thakur Wadi)Post. Vavadal-Tal: Khalapur Tal.Khalapur- Dist.Raigad  410202,ppespoly@gmail.com,Raigad,www.ppespoly.edu.in,Krishna A Joshi,271046,9699416673,Abhijit Thakur,Un-Aided,Non-Autonomous,Non-Minority,2009,Polytechnic,No
3285,Dnyan Prasarak Shikshan Sanstha's- Balasaheb Mhatre Polytechnic-Ambarnath,S.No. 158-1a-160-3/1a-At Kanhor-Tal Ambarnath- Dist Thane,bmpolytechnic09@gmail.com,Thane,www.bmpolytechnic.com,Nagesh Pandit Patil,2665015,2665015,Snehal N Jagtap,Un-Aided,Non-Autonomous,Non-Minority,2009,Polytechnic,No
3286,Leela Education Society- G. V. Acharya Polytechnic-Shelu-  Karjat,Opp.Shelu Rly.Stn. Shelu(W) Tal.Karjat- Dist. Raigad  410201,chitalemukundm@gmail.com,Raigad,www.leelaeducationsociety.org,Mr. Rajendra H. Pawar,229638,,Mr. Niranjan P. Varrier,Un-Aided,Non-Autonomous,Non-Minority,2009,Polytechnic,No
3288,Bhartiya Education/Social Charitable Trust- Sheth Shri Otarmal Sheshmal Parmar College Of Diploma- Raigad,S.No.Of Land 349/350- Velshet-Nagothane-Post:Paigonda Tal:Roha- Dist:Raigad  401106,principalssosp@gmail.com,Raigad,www.osparmarpolytechnic.com,Ashok D. Chavan,222522,222523,Mahesh Jambekar,Un-Aided,Non-Autonomous,Non-Minority,2009,Other,No
3290,Sahyadri Shikshan Sanstha's College of Pharmacy Sawarde,Savarde- Technical Campus (Wahal Phata)  Ratnagiri - 415606,pharmacycollegesawarde@yahoo.in,Ratnagiri,www.ssscops.in,Mr.S. G. Desai,264106,264215,Mr. Gosavi R.D.,Un-Aided,Non-Autonomous,Non-Minority,1984,Pharmacy,No
3291,Mandar Education Society's College of Pharmacy(Diploma)- Pedhambe,At.Alore Post Pedhambe ,ssscopharmacy@gmail.com,Ratnagiri,www.mandaredusoc.org,MR.RANGATE CHANDRAKANT SOPANRAO,230011,230011, MR.VILAS M KHAIRNAR,Un-Aided,Non-Autonomous,Non-Minority,1986,Pharmacy,No
3292,Navyug Vidyapeeth Trust's Institute of Pharmacy-Mahad- Raigad,Ladawali- Mahad- Dist:Raigad-402301,navyug.org@gmail.com,Raigad,www.navyugedu.org,Mrs  Harsha Prakash Patil,222344,223114,Mrs  Harsha Prakash Patil,Un-Aided,Non-Autonomous,Non-Minority,1993,Pharmacy,No
3293,Mumbai Education Trust's Institute Of Pharmacy- Mumbai,Gen.Arunkumar Vaidya Chowk- Near Lilavati Hospital-Bandra Reclamation-Bandra West Mumbai - 400050,pharmacy_166@yahoo.co.in,Mumbai Suburban,www.met.edu,DR. S.D.BHOSALE,39554230,,Mrs. Manisha P. Alat,Un-Aided,Non-Autonomous,Non-Minority,1993,Pharmacy,No
3294,National Centre For Rural Development's  Institute Of Pharmacy - Nerul- Navi Mumbai,Plot No. 93- Opposite Seawoods Rly Stn- Sector 19 Nerul(East)-Navi Mumbai 400706,ncrd.iop@rediffmail.com,Thane,www.ncrdiop.org,Dr. Rupesh Pingale,27715308,,Dipak Walse,Un-Aided,Non-Autonomous,Non-Minority,2003,Pharmacy,No
3296,Saraswati Education Society's Yadavrao Tasgaonkar Institute Of Pharmacy(Diploma)- Bhivpuri- Karjat,Chandhai- Near Bhivpuri Railway Station- Taluka- Karjat- Dist- Raigad 400028,ytipdiploma@gmail.com,Raigad,www.tasgaonkartech.com,Mrs. Rupali Milind Patil,320600,,Vasant k.Sulgaonkar,Un-Aided,Non-Autonomous,Non-Minority,2006,Pharmacy,No
3297,Adarsh Shikshan Mandal's Ideal College Of Pharmacy- Kalyan,Adarsh Vidya Nagari- 21/11- Bhal Gaon- P.O. Dwarli- Haji Malang Road- Via Kalyan Ryl Stn. Thane - 421301,principal_icp@idealcollege.in,Thane,www.idealcollege.in,Mr. Manohar Mrchandani,7718838222,9322372512,Mrs.Manjula Kamat,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2006,Pharmacy,No
3298,Bhartiya Education Soc.'s Institute of Pharmacy- Velshet- Tal. Roha- Dist. Raigad,At. Velshet- Nagothen- Tal. Roha- Dist. Raigad. 402106,besvspcy@gamil.com,Raigad,bespharmacycollege.com,Anagha R. Samant,222848,222848,Rajesh B. Sutar,Un-Aided,Non-Autonomous,Religious Minority - Jain,2006,Pharmacy,No
3306,Kiran Patel Educatin Trust's Sardar Vallabhbhai Patel Polytechnic-Mumbai,I.C. Colony - Link Road Mumbai - 400101,svpp11@rediffmail.com,Mumbai City,svpp.com,MR. SUNNY SALL,28925045,28925029,MR. SHASHIKANT G. KHADE,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi,1999,Polytechnic,No
3307,Nagrik Shikshan Sanstha's College of Pharmacy,NSS Educational Complex- 'A' wing-3rd floor-94-Tardeo-Mumbai  400034,nsspharmacy165@yahoo.com,Mumbai City,www.nsseducation.org/pharmacycollege,Dr.(Mrs.) D.M.Desai,8976000138,23524233,Mrs. N.N.Tarphe,Un-Aided,Non-Autonomous,Non-Minority,1989,Pharmacy,No
3350,Durgadevi Saraf Institute of Management Studies- Malad (W)- Mumbai,23-A- 24-28- S.V.Road- Malad (W)- Mumbai 400064,c.babu@dsims.org.in,Mumbai Suburban,www.rset.edu.in/dsims,Dr. C Babu,45207711,,Kavita Darji,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2010,Management,No
3351,Bharat College of Engineering- Kanhor- Badlapur(W),Kanhor- Badlapur(w).-Tal- Ambernath. Dist. Thane,info@bharatedu.co.in,Thane,www.bharatedu.co.in,Dr.S.N.BARAI,2665001,7666615915,Mr. Satish Vishe,Un-Aided,Non-Autonomous,Non-Minority,2010,Engineering,No
3353,Dilkap Research Institute Of Engineering and Management Studies- At.Mamdapur- Post- Neral- Tal- Karjat-  Mumbai,Village At.Mamdapur- Post- Neral- Tal- Karjat-  Dist.Raigadh,sumaneducationaltrust@gmail.com,Raigad,www.driems.in,DR K NARAYAN CHOUDHARY,651806,651806,Mr. Jalindar Shinde,Un-Aided,Non-Autonomous,Non-Minority,2010,Engineering,Yes
3354,Kohinoor Business School-  Kurla (West)- Mumbai,Kohinoor City- Kirol Road- Kurla West Off LBS Road Mumbai  400070,contact@kbs.ac.in,Mumbai Suburban,www.kbs.ac.in,Dr. Abbasi Attarwala,67887700,67887700,Shraddha Joshi,Un-Aided,Non-Autonomous,Non-Minority,2010,Other,No
3356,Prabhakar Patil Education Society's Institute of Management Studies-Alibag- Raigad,Plot no.4&6- Survey No. 81/6 at & Post Veshvi Gondhalpada-Alibag. Raigad - 402103,ppesims@gmail.com,Raigad,www.ppesmms.com,Prof. Anuj Kurmar Mishra,633272,,Patil Mandar Kashinath,Un-Aided,Non-Autonomous,Non-Minority,2010,Management,No
3357,S A V Acharya Institute of Management Studies- Shelu- Tal. Karjat,Shelu/Damat Village- Taluka Karjat- Dist Thane Raigad - 410101,director.3357savaims.mumbai@gmail.com,Raigad,www.savaims.org,Dr. Shivakant Upadhyaya,229669,229668,Krishna Kishore,Un-Aided,Non-Autonomous,Non-Minority,2010,Management,No
3358,SAS Institute of Management Studies- Boisar Dist. Thane,next to saidham complex- Saravali Boisar- Dist. Thane 401501,deep.sasinstitute@gmail.com,Palghar,www.sasmba.in,Neerja Srivastava,329741,264827,Mrs. Sonali Hadkar,Un-Aided,Non-Autonomous,Non-Minority,2010,Management,No
3359,SASMIRA's Institute of Management Studies & Research- Worli- Mumbai,Sasmira Marg- Worli Mumbai - 400 030 Mumbai Mumbai - 400030,simsr@sasmira.org,Mumbai City,www.simsr.sasmira.org,Dr. Tandon Kamal,24932047,24932047,Mr. Sambhaji H. Kumbhar,Un-Aided,Non-Autonomous,Non-Minority,2010,Management,Yes
3360,GNVS Institute of Management- Sion-Koliwada(E)- Mumbai,Guru Tegh Bahadur Nagar-Sion Koliwada (East) GTB Nagar Rly Stn(E)- Mumbai,gnvsiom@gmail.com,Mumbai City,www.gnvsiom.org,DR RAMAN KUMAR SAILY,24013273,24030054,DHANESH BHURAN,Un-Aided,Non-Autonomous,Non-Minority,2010,Management,No
3419,Sir M Visvesvaraya Institute of Management Studies & Research- Wadala- Mumbai,7A- Wadala(W)- Wadala- Mumbai. 400031,svims1@gmail.com,Mumbai City,www.svims.com,Dr. Purshottam Patil ,24180560,24180561,Yatin Karbhari,Un-Aided,Non-Autonomous,Linguistic Minority - Kannada,2010,Management,Yes
3420,Rajendra Mane Polytechnic- Devrukh- Tal. Sangmeshwar- Dist. Ratnagiri,Survey No. 50/19 & 48/10- Ambav- Devrukh- Tal. Sangmeshwar-Dist-Ratnagiri-415804,info@rmp.ind.in,Ratnagiri,www.rmp.ind.in,Prof. Nitin B. Bhopale,269477,269454,PRASHANT BHINGARDE,Un-Aided,Non-Autonomous,Non-Minority,2010,Polytechnic,No
3421,VIVA College of Diploma Engg &Tech.- At. Bolinj- Virar (W) Dist. Thane,At. Bolinj- Virar (W) Thane - 401303,contact@vivadiploma.org,Palghar,www.vivadiploma.org,Mr.Ravindra Sholapurkar,3211915,3211915,MR. MAHENDRA KAJARE,Un-Aided,Non-Autonomous,Non-Minority,2010,Other,No
3422,New Jai Bharat Shikshan Prasarak Mandal�s Shantiniketan Polytechnic- New Panvel,Plot No. 27- Sector 2- New Panvel. Raigad,njbspmp@gmail.com,Raigad,www.shantiniketanpolytechnic.edu.in,Prof. Nanasaheb Tambe,27460087,27460089,Mrs. Bakul Namdev Dighe ,Un-Aided,Non-Autonomous,Non-Minority,2010,Polytechnic,No
3423,Shree L.R. Tiwari College of Engineering- Mira Road- Mumbai,Survey no. 267- Near Commisioner's Bungalow-Kanakiya Park-Mira Road (E)Thane,slrtce@rahuleducation.com,Thane,www.slrtce.in,Dr.S. Ram Reddy,28120144,28120145,hubale santosh,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2010,Engineering,No
3427,Mahatma Education Society's Pillai's HOC College of Architecture- Rasayani,Pillai's HOCL Educational Campus- Rasayani-Tal- Khalapur- Via Panvel- Dist. Raigad,phcarch@gmail.com,Raigad,www.phcoa.ac.in,MRS.SUCHITA M. SAYAJI,252005,252067,Aakash Latke,Un-Aided,Non-Autonomous,Linguistic Minority - Malyalam,2010,Architecture,No
3428,Bharati Vidyapeeth Institute of Pharmacy- Belapur Navi Mumbai,Sector 8- C.B.D. Belapur- Navi Mumbai. 400614,bharatiiop@rediffmail.com,Thane,www.bviop.in,Prof. S.U. Mulla,27572131,,Mr. V.T. Thorat,Un-Aided,Non-Autonomous,Non-Minority,1985,Pharmacy,No
3436,B.R. Harne College of Engineering & Technology- Karav- Tal-Ambernath.,At.Karav- Post Vangani(w)- Tal. Ambernath- Dist. Thane,jsiddhivinayakf@gmail.com,Thane,www.brharnetc.edu.in,Dr. Vikram A. Patil ,2910190,2910193,Shailesh,Un-Aided,Non-Autonomous,Non-Minority,2011,Engineering,No
3437,Sahyadri Institute of Management & Research- Sawarde.,Sawarde- N.H. 17- Chiplun- Dist. Ratnagiri. 415606,simrs2011@gmail.com,Ratnagiri,www.sahyadrimba.org,Miss. Ashwini Jalindar Mahadik,264025,264025,prakash Atmaram jadhav,Un-Aided,Non-Autonomous,Non-Minority,2011,Management,Yes
3438,Aditya Institute of Management Studies & Research- Borivali,F.P. No. 661+663+667/B- TPSIII- Ram Nagar- Borivali(W)- Mumbai,info@aimsr.com,Mumbai Suburban,www.aimsr.edu.in,Dr. Sunita Srivastava,61106111,61106117,Seema Kedia ,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2011,Management,Yes
3439,Anjuman-I-Islam's Kalsekar Technical Campus- Panvel,Plot No.2- 3 Sector - 16- Khandgaon- Thane Naka- Panvel Dist. Raigad,aiktc.newpanvel@gmail.com,Raigad,www.aiktc.org,Dr. ABDUL RAZZAK HONNUTAGI,27481247,27481249,Dr. Jamil Daud,Un-Aided,Non-Autonomous,Religious Minority - Muslim,2011,Engineering,No
3440,Metropolitan Institute of Technology & Management- Sukhalwad- Sindhudurg.,At Village Sukhalwad- Near Sindhudurg Railway Station- Post Oras- Tal. Malvan Dist. Sindhudurg,jbfmumbai@gmail.com,Sindhudurg,www.mitm.ac.in,Suryakant C. Nawle,228553,,Rakesh Pal,Un-Aided,Non-Autonomous,Non-Minority,2011,Engineering,No
3442,Rustomjee Business School- Dahisar.,Rustom Irani Marg- Dahisar(W)- Mumbai   400068,rbs@school.rustomjee.com,Mumbai Suburban,www.rbs.rustomjee.com,Dr. Hanif Kanjer,28937458,28938348,Ms. Stevina Rumao,Un-Aided,Non-Autonomous,Religious-Lingustic - Parsi / Gujrati,2011,Other,No
3443,Sheila Raheja School of Business Management & Research- Bandra(E)- Mumbai.,Raheja Educational Complex- Khernagar- Opp. Colgate Ground- Bandra(E)- Mumbai. 400051,admin@srbs.edu.in,Mumbai Suburban,www.srbs.edu.in,Dr.Vijay Wagh,61966666,61966611,Geeta Chauhan,Un-Aided,Non-Autonomous,Non-Minority,2011,Management,Yes
3445,Vishvatmak Jangli Maharaj Ashram Trust's Vishvatmak Om Gurudev College of Engineering- Mohili-Aghai- Shahpur.,At - Mohili- Post. Aghar- Taluka Shahapur- Dist. Thane,vishwatmakengg@gmail.com,Thane,www.vishwatmakengg.com,Dr. Manojkumar Prabhakar Chavan,249001,,Waghmode Madan Narayan,Un-Aided,Non-Autonomous,Non-Minority,2011,Engineering,No
3446,Kala Vidyalaya Trust- Kala Institute of Management Studies & Research- Kandivali,Plot No 2-RSC 6- S.No.41(PART)-Sector 8.CTS. No.3-Village Charkop Kandivali(west)- Mumbai.  400067,kimms571@gmail.com,Mumbai Suburban,www.kimms.co.in,SHRI. V.B. PATIL,29677669,28440012,P.T.NALE,Un-Aided,Non-Autonomous,Non-Minority,2011,Management,Yes
3447,G.M.Vedak Institute of Technology- Tala- Raigad.,At Post Taluka. Tala- Dist. Raigad,gmvedakit@gmail.com,Raigad,www.gmvit.com,Dr.Dilip N. Jaiswal ,269004,269004,Prof. Satish Jadhav,Un-Aided,Non-Autonomous,Non-Minority,2011,Engineering,No
3448,Gokhale Education Society- Katgara Polytechnic Institute- Bordi.,At Post Bordi- Taluka Dhahanu- Dist. Thane  401701,katgarapolytechnic@gmail.com,Palghar,www.katgarapolytechnic.com,Prin. Ganesh U. Mali,254040,254040,Prof. Prakash K. save,Un-Aided,Non-Autonomous,Non-Minority,2011,Polytechnic,No
3449,S.K.Education Trust- Dr. Manoj A Shete College of Engineering & Technology- Kasara.,At Post Kasara- Tal. Shahapur- Dist. Thane,skeducationtrust@yahoo.com,Thane,www.drmscoet.com,MR.RAMESH LIMBAJI SURWASE,246023,,mr.sanjay Bhalerao ,Un-Aided,Non-Autonomous,Non-Minority,2011,Engineering,No
3450,St.Wilfreds Institute of Architecture- Panvel,Survey No 92A/A Opposite Ayush Resort -Near Shedung Tollnaka-Old Bombay Pune Highway-Panvel Dist. Raigad,swc.mumbai@gmail.com,Raigad,www.stwilfredsarchitecture.com,Abhishek Jain,,,Mukesh Soni,Un-Aided,Non-Autonomous,Non-Minority,2014,Architecture,No
3451,Lokmanya Tilak Institute of Architecture and Design Studies- Kopar Khairane- Navi Mumbai.,Sector-4- Vikas Nagar- Kopar Khairane- Navi Mumbai.,ltiads2011@gmail.com,Thane,www.ltiads.ltjss.net,Prof. Harish Setty,27542441,27542442,Anil S. Yadav,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2011,Architecture,No
